TakingPill AcX AcY AcZ GyX GyY GyZ
1 -7868 -3576 -14792 -9199 17345 2903
1 -5004 -2992 -16448 -5995 13957 1614
1 -4544 -2484 -16860 -8488 18040 2246
1 -3288 -1488 -16540 -4079 7189 1512
1 -28 -528 -17356 -3950 7180 1075
1 -604 -680 -18188 -5215 8698 -51
1 996 296 -17636 -3205 5112 -676
1 -324 -340 -17936 -2249 2868 -1543
0 -232 308 -16836 -868 -1079 -612
0 796 404 -16880 1754 -1204 -2114
0 -312 -864 -16716 -626 1392 -841
0 1416 -116 -17508 -10 -211 -307
0 1268 -172 -16776 -1131 2584 -843
0 836 756 -17452 -956 1044 -232
0 996 880 -18428 -1000 241 -780
0 1348 1208 -17420 -184 108 -1611
0 732 440 -17572 -672 -230 -1657
0 1036 464 -18020 -405 710 -775
0 1376 628 -17396 -239 1542 -621
0 1432 616 -17836 -473 1611 -451
0 1924 996 -17644 785 -270 -1080
0 2332 572 -17028 1546 -767 -1362
0 924 -48 -17372 2104 -1204 -1113
0 1840 -260 -18164 1676 -1070 -934
0 1756 -404 -17960 3805 -4101 -2002
0 256 -1304 -17608 3329 -4170 -2310
0 -676 -1668 -17068 3028 -2154 -1257
0 492 -1268 -17188 1865 -668 -1017
0 788 -1376 -17080 459 1715 -1810
0 -148 -2292 -16860 2670 -2601 -1176
0 1316 -1872 -18272 -439 -735 380
1 504 -2460 -17056 358 -725 -1472
1 3272 -380 -18756 2645 -1514 -4524
1 356 -4292 -13248 7314 3343 -7954
1 -1680 -6024 -19160 13003 -7146 -6382
1 -1268 -5908 -17388 15058 -13231 -4040
1 -888 -7248 -16364 14069 -12065 -4335
1 -2652 -8804 -15340 16387 -13749 -4259
1 -1468 -8824 -13472 10127 -6979 -3065
1 -4064 -10756 -12612 10220 -6294 -3445
1 -4664 -11724 -10624 9735 -6252 -1882
1 -3028 -12132 -10728 9716 -6577 -3222
1 -3616 -13316 -7120 8587 -5054 -3167
1 -3712 -14200 -7748 6797 -4146 -2129
1 -4064 -14284 -7216 8349 -5137 -2118
1 -3472 -14492 -5696 4730 -2722 -2359
1 -4428 -15396 -4940 7524 -5869 -1675
1 -2332 -14828 -4788 2043 -632 -2089
1 -5256 -16316 -2204 5903 -4664 -1280
1 -2600 -14772 -2468 4925 -2661 -119
1 -4340 -14768 -3096 3854 -2276 -1917
1 -5340 -16244 -336 2451 -586 -408
1 -2732 -15532 -2352 4378 -4171 763
1 -4452 -16352 600 170 2087 -1035
1 -3704 -15512 -2204 3697 -2366 1287
1 -4988 -16400 968 4810 -2170 561
1 -2336 -14812 -348 917 -1055 -736
1 -4924 -15628 312 -1535 -269 -47
1 -3788 -15152 -280 -2169 1279 109
1 -5220 -16208 -224 -521 -495 954
1 -3832 -14784 -428 -653 43 422
1 -4376 -14976 -352 -2020 1531 248
1 -3488 -14108 -516 -3297 2181 462
1 -4124 -14848 -1188 -6410 3401 -646
1 -3004 -14524 -2068 -10096 5933 -647
1 -4984 -14668 -4296 -11600 7489 -1475
1 -3552 -15096 -5740 -11760 7068 -713
1 -3164 -14304 -6332 -12441 7122 63
1 -3632 -14084 -8260 -12157 7150 2062
1 -4332 -12948 -10984 -13390 8140 2662
1 -3784 -12844 -8952 -12749 8048 6893
1 -1416 -10420 -14272 -13102 11182 6650
1 -2536 -10008 -13904 -14394 14057 5215
1 -2772 -8732 -16504 -14676 12119 5724
1 -1532 -7100 -18152 -14381 9102 4204
1 -1420 -5896 -18492 -14334 6871 4540
1 520 -4416 -17620 -15215 5215 3480
1 1308 -2388 -16140 -10500 2174 2894
1 2724 -1808 -17068 -13312 4642 1223
1 1568 -140 -16192 -7409 391 788
1 2696 -172 -15460 -1487 -1562 -3944
0 1216 180 -17568 -120 1959 -2406
0 1692 752 -16664 1336 1054 -2033
0 812 468 -20220 211 4 -1195
0 1796 680 -17836 -184 879 -1342
0 1384 556 -18028 -3245 1158 802
0 2064 952 -17664 -2663 1465 -182
0 1776 852 -17712 -2660 275 541
0 568 260 -18288 -1535 -1275 -36
0 2420 1372 -16628 208 -2704 5
0 940 2076 -16844 -1190 -692 -184
0 1388 2536 -18032 -1318 640 -1276
0 752 1684 -17328 -2804 -918 -235
0 1080 1916 -15892 -208 -2620 285
0 3012 3272 -15752 1765 -2844 1244
0 1968 1788 -16452 2045 1578 -2438
0 1028 400 -17320 2442 -3329 -629
0 656 704 -21044 1094 -4014 -2434
0 -1468 280 -19304 172 -4803 -2754
0 -308 1152 -15612 -632 -5866 315
0 -2400 -840 -17008 -1154 558 -2285
0 144 2032 -13208 83 5587 -375
0 -1292 440 -23520 -2847 5168 349
0 604 1512 -14016 3547 -466 1492
0 -1656 -968 -19264 -1521 1282 1720
0 1128 492 -18672 2946 191 990
0 -60 984 -17120 -1073 -1403 1451
0 88 836 -17144 12 676 163
0 -2452 -1184 -16952 -1775 1308 2106
0 1900 2176 -18660 3659 -276 1745
0 1816 684 -17244 -112 -1356 2976
0 2060 1496 -20260 -3317 5292 -2117
0 3356 3496 -17500 -5642 3413 -1460
0 -2496 -828 -18408 -9961 12689 -5805
0 3708 5252 -18964 -10530 7373 -4377
0 2264 4236 -16824 -8648 3273 -2786
0 3436 4200 -14924 -10565 8332 -4171
0 4524 6784 -16172 -10412 10590 -3883
0 6712 9320 -15828 -4917 2705 -2399
0 2292 6056 -12568 -9004 5581 -1500
0 5480 7776 -10108 -3182 763 -984
0 6760 7908 -13292 2688 -4501 442
0 3460 6740 -11816 -4248 3959 -2122
0 8444 9608 -12560 -1382 3877 -874
0 5808 8972 -13488 -2458 5560 98
0 7060 9380 -12832 2524 -2695 1039
0 6832 8692 -11872 -993 805 1226
0 7944 10040 -13712 -1319 2486 3419
0 14636 12704 -11556 -5544 10320 3258
0 1792 7884 -8180 -2659 5576 6150
0 9128 9092 -11816 5070 -4392 -110
0 14252 12048 -13372 826 -4644 494
0 10308 8472 -12120 -61 -3916 2287
0 8348 7552 -12196 4269 -5810 1234
0 8964 6620 -13836 10112 -11947 5935
0 7824 5196 -16508 18590 -24825 6709
0 8304 5080 -15256 16973 -22586 2455
0 4124 2972 -17188 9088 -14062 -2198
0 3432 2364 -15596 9133 -12355 -4297
0 -1032 648 -19876 5358 -10383 -4259
0 -1780 -1180 -17700 3307 -5404 -1386
0 -2100 -872 -19240 1891 -3262 -563
0 1208 372 -20420 -3193 3152 -1889
0 -3260 -1288 -17980 -5155 9738 -3248
0 -528 400 -19188 -2221 12773 -2487
0 1608 60 -17816 -2999 4348 -1538
0 1668 1584 -17020 -1311 12450 -1480
0 5392 812 -16300 -2316 2931 441
0 3784 1752 -18532 -1078 8989 -1790
0 7400 1920 -17560 -1930 1199 830
0 4176 2168 -17976 2565 5050 -667
0 6396 -312 -16532 56 -898 -697
0 5712 432 -15864 1298 396 -2380
0 5256 -600 -13296 738 -5490 -1186
0 4288 -1444 -13272 69 -5005 -1267
0 6824 640 -9624 -705 -7238 408
0 6528 480 -9664 -3902 -196 2225
0 4292 1316 -17420 3591 -1876 1582
0 -2920 -2048 -20060 6324 -10505 3177
0 3056 432 -21588 4462 -6590 5162
0 5080 1768 -23488 -4000 3772 423
0 348 172 -19360 2058 -877 -2838
0 1212 -104 -19184 -70 -1687 -3492
0 956 -460 -19568 4898 -5806 -2565
0 2288 -280 -16664 1900 -6002 -1868
0 -592 -2156 -17760 3301 -6486 -1799
0 -656 -2404 -16440 230 -3022 651
0 -868 -2128 -17416 322 -3254 1501
0 -328 -2272 -18332 -1676 -1739 678
0 -1976 -1992 -17844 -2624 323 -2132
0 -3056 -4544 -10484 5636 10265 -19042
0 -1276 -2012 -17952 -6214 -461 1902
0 1980 328 -18032 -598 -3111 -14423
0 244 -64 -16960 3871 4030 -15636
0 -3992 1444 -18148 -3911 7845 19941
0 516 688 -16348 -4654 -4269 9893
0 1020 -704 -17688 -4702 -2874 -749
0 -424 -184 -15816 881 2978 -4137
0 -168 -424 -18356 -2605 -3546 9687
0 -2104 864 -18212 -4907 -4069 2371
0 12592 -16012 -20176 9468 4132 -32768
0 -428 -1104 -16088 1051 8512 -10063
0 -432 -2956 -18008 -8697 -1221 25150
0 380 -1180 -17776 -3333 -250 16413
0 2404 456 -18148 -447 -1423 5503
0 -676 184 -16920 2058 4572 -8187
0 188 -484 -18304 1019 -2361 -4433
0 360 712 -16756 715 -5507 -18975
0 -3864 -1548 -16344 2891 -3410 -21125
0 -308 -2292 -17504 3402 -2832 -18668
0 -1112 -1056 -17124 -2895 -1019 -11356
0 2736 -1056 -18064 535 2829 -19733
0 1824 -728 -16512 934 2165 -20003
0 2764 -1888 -17288 943 9232 -28229
0 -1892 -1980 -17452 -1771 -1433 -12199
0 1756 -3020 -18292 -1562 -2637 524
0 1808 -4436 -16772 119 25 28039
0 1252 -132 -15912 1975 -1954 32767
0 3672 -48 -16932 152 5808 32767
0 3984 -4700 -19372 -1682 6855 27500
0 168 2448 -17592 1135 9161 32767
0 2712 504 -18452 -16445 -66 20892
0 -4604 -5560 -17532 -4858 324 8285
0 6108 -908 -17424 -2845 -9301 -32768
0 1912 -2728 -17188 11044 -1258 -32768
0 -2824 1932 -17040 3980 -1885 -22972
0 2644 -1184 -17704 -362 -6175 -29698
0 2912 -2768 -16296 -387 712 -19427
0 1948 -2236 -17008 1120 2901 -18698
0 3636 -4016 -16876 -1486 3064 5276
0 1872 -1956 -16180 2866 6754 20456
0 2280 -1008 -17992 -5620 6934 32767
0 2060 3464 -16984 -6498 46 32767
0 1416 -1532 -19516 -13143 4124 32767
0 1168 -3116 -18356 4950 -3754 12709
0 3776 2904 -16288 678 1083 20505
0 -792 1240 -19128 -4921 -685 17513
0 -864 -668 -19164 -3395 -4701 -32768
0 7492 -5408 -16516 4237 905 -32768
0 588 -560 -16416 4934 1857 -32768
0 -3524 -652 -18592 -3652 -2351 139
0 8908 -2840 -17588 -2387 -5585 -19522
0 236 -2512 -18592 1049 -785 5615
0 2728 1416 -17548 -300 196 -14006
0 5024 -276 -16880 -3154 298 1432
0 -304 -1840 -17188 -2225 -1107 6598
0 236 -712 -17820 -878 -1375 16327
0 1472 380 -18592 -3803 1733 32767
0 2144 -2552 -16700 -700 -2745 32332
0 -1464 88 -18120 3714 -4497 29059
0 1016 792 -17408 1080 2309 26874
0 -392 -804 -17508 3159 -1288 29468
0 1272 44 -17852 -396 3715 24233
0 176 -800 -16084 608 5728 25735
0 -1056 1256 -17768 2042 1550 7735
0 -2408 -716 -18752 -2560 5100 11908
0 760 380 -18268 -568 1144 -3280
0 2288 792 -18156 -2147 2458 -27
0 2996 1356 -18232 261 -1472 -10327
0 2212 2704 -16332 640 145 1725
0 -260 1456 -18052 -1663 -3577 -1416
0 1440 -656 -16000 -1115 -3406 4127
0 532 480 -17604 2073 -1578 -7984
0 -3340 -712 -18572 -49 -1044 -32768
0 1892 824 -16652 -319 -4409 -25901
0 3704 1184 -19280 -4444 -2964 -32768
0 24 224 -16760 -9327 6971 -26013
0 -416 -2520 -19212 1983 -3071 -32768
0 1460 2860 -16552 -1086 -2801 -25877
0 -1492 -1248 -18848 -1629 -4531 -23359
0 1500 712 -18660 2527 -5235 -21848
0 -4468 104 -17528 4251 1007 -15994
0 320 -444 -17664 -2759 -919 -5961
0 684 -164 -16928 -7822 -1666 -3789
0 -744 -2656 -18660 -7896 729 6791
0 -1048 -416 -17148 -7415 -726 12848
0 -1392 1852 -18032 -425 -1700 3984
0 -112 1556 -17688 3290 -1218 217
0 588 2192 -17732 -2334 -4422 5053
0 8 -3740 -15660 5337 2319 5685
0 -860 2648 -16708 2773 -2297 4633
1 -1496 852 -18932 1251 -2927 2306
1 -4116 -1584 -18852 3281 -1977 2720
1 -332 300 -16872 3406 -7388 4040
1 -2716 540 -18352 679 -8755 4041
1 -2312 -292 -16400 3379 -11452 1930
1 -3952 -572 -17616 3428 -10945 -651
1 -3996 -948 -16236 3930 -9414 -914
1 -7656 -2476 -16916 6300 -10631 -1254
1 -7836 -2324 -15720 2851 -9222 -1594
1 -8220 -2272 -14132 1893 -4104 -2162
1 -9196 -3844 -14100 3959 -10526 -2116
1 -9680 -3388 -13304 657 -8596 -358
1 -9968 -4000 -11176 4851 -11274 -2603
1 -10052 -3552 -10628 1712 -7699 -2629
1 -12480 -5340 -10012 3418 -6983 -2637
1 -11680 -5116 -9472 1967 -5562 -4001
1 -13632 -7072 -8556 1971 -5417 -2643
1 -11288 -5900 -7580 2308 -5749 -3259
1 -13536 -7072 -8372 2374 -5538 -1782
1 -12176 -5992 -6636 1326 -4082 -2501
1 -14604 -7276 -7048 3095 -8620 -909
1 -12052 -6440 -5032 541 -2512 -2447
1 -13780 -7560 -5660 3234 -7634 -322
1 -13196 -7840 -3560 1595 -3501 -2231
1 -11864 -6912 -3304 889 -2404 -208
1 -13628 -7664 -4172 -1251 3290 -1958
1 -13868 -8760 -4088 -191 339 762
1 -14560 -8376 -4408 114 -768 -149
1 -13128 -7424 -3884 1370 -3874 253
1 -14808 -8120 -4196 3785 -8294 -1834
1 -11764 -7452 -12 1608 -5103 -1237
1 -11300 -6984 -376 990 -3198 -1459
1 -13300 -8864 -600 548 -557 -608
1 -10560 -6732 244 424 -2514 -1285
1 -14536 -8848 -1336 -4548 7627 -728
1 -10064 -6776 -44 527 -576 384
1 -13464 -7984 -1768 -277 636 -315
1 -15904 -9872 -2344 -1848 2961 572
1 -14300 -8444 -2484 2258 -4625 -178
1 -11948 -7844 124 485 -2451 1299
1 -15284 -8236 -2204 3907 -7717 1512
1 -7788 -4748 2988 118 1916 -2256
1 -15016 -9140 -1020 329 -3018 425
1 -12272 -6992 144 459 -602 -1285
1 -16704 -9384 -1468 187 -1760 192
1 -10688 -6528 1064 -322 241 -767
1 -12784 -8640 304 -5238 7984 1968
1 -13164 -7256 -1492 -928 2842 917
1 -12080 -7324 -852 -3711 6569 1652
1 -11708 -7036 -2180 -3603 9978 1037
1 -11448 -6668 -3188 -9080 17018 4405
1 -11660 -5700 -8216 -7005 20080 3091
1 -11508 -4980 -9284 -5524 15119 3871
1 -11988 -5412 -11636 -5787 17798 4352
1 -10840 -3456 -12864 -4463 14016 5952
1 -10540 -3560 -13308 -5600 13039 4214
1 -7920 -2216 -14520 -4826 11773 4411
1 -8340 -1808 -16228 -5865 13845 4384
1 -8536 -2184 -16836 -1415 5933 2786
1 -5596 -580 -16292 -34 4407 3234
1 -5916 -604 -17096 -3603 4880 4256
1 -5656 -76 -16724 -2691 -1133 3806
1 -4496 412 -16236 -3206 1606 2821
1 -4780 -44 -16252 -2933 645 2925
1 -3392 1424 -16024 -2219 1115 2130
1 -3076 1644 -16564 -2641 2314 829
1 -3104 1552 -16548 -1320 1723 -1570
1 -2528 2196 -15868 -1049 2949 -3649
0 -4408 512 -17164 -789 6085 -5278
0 -4084 220 -16552 -407 2572 -2071
0 -3696 112 -18216 -1229 2007 -1523
0 -3036 92 -16476 -177 1808 -1111
0 -4260 332 -18280 -419 986 -566
0 -1852 640 -15200 -145 613 855
0 -2348 1132 -16668 23 2595 246
0 -2340 912 -16436 -98 2989 800
0 -992 1696 -18284 -1708 5280 719
0 -320 1084 -16944 -1080 6784 739
0 1264 1588 -17624 -508 5010 1221
0 636 1468 -16848 333 5895 589
0 180 1280 -17484 621 2543 473
0 340 1252 -16724 1469 -803 755
0 -176 520 -17556 3328 -1195 7
0 788 608 -18040 2357 669 143
0 1236 164 -16832 1984 -516 440
0 976 -40 -19036 -2107 1332 780
0 1792 172 -18768 -2570 1112 827
0 1388 776 -17556 -2663 -3716 1852
0 1224 784 -17608 -2493 -4646 2344
0 732 660 -17500 -431 -4648 -130
0 -1492 276 -18304 2614 -8578 -2197
0 -1020 -240 -16848 6637 -11862 -2106
0 -2760 -284 -17724 2145 -3564 -3658
0 -3400 -1432 -16060 6465 -10995 -2680
1 -4156 -2052 -17348 6027 -13083 -2707
1 -7152 -3132 -14624 7402 -13086 -4324
1 -8160 -4864 -14364 8325 -15273 -3724
1 -8068 -4308 -14172 7179 -14526 -2951
1 -10072 -5840 -12344 6856 -13798 -3517
1 -8476 -4708 -10184 6945 -14458 -3578
1 -11756 -6940 -9032 5779 -11765 -3009
1 -10956 -6860 -8188 3160 -8522 -2941
1 -13584 -8100 -7200 5204 -9232 -1777
1 -11280 -7628 -6048 252 -3360 -2260
1 -14828 -9340 -5668 3214 -6426 -1118
1 -11068 -7540 -5180 2328 -4093 -2942
1 -11928 -8312 -4120 3808 -7026 -2409
1 -11620 -8180 -3636 3173 -4147 -3817
1 -13288 -10424 -2632 1207 -2843 -2069
1 -12524 -10176 -2212 1585 -3252 -2035
1 -12692 -10244 -2572 2723 -3475 -1068
1 -11824 -10108 -1036 -288 -943 -433
1 -10240 -8824 -1784 2607 -5220 -1712
1 -13572 -10580 -264 993 -1677 -1490
1 -10876 -9380 -540 -42 -135 -1958
1 -11476 -10068 -328 -405 -882 -1042
1 -11508 -9760 -664 1039 -2047 -1019
1 -13644 -10940 -840 -19 -423 -710
1 -10244 -9532 260 -2 -949 -977
1 -11352 -9948 -624 1149 -3208 -839
1 -13564 -11348 -120 643 -1925 -1212
1 -9880 -9728 1028 183 -1794 -1289
1 -11100 -10328 60 1785 -5746 -63
1 -10496 -9844 1356 -909 1180 -1169
1 -10356 -10032 1476 346 -2409 -254
1 -11608 -11172 1204 -1450 1593 -857
1 -9580 -9504 1248 -2528 3800 -679
1 -10584 -10716 268 -6574 9780 -687
1 -10180 -9980 -1760 -7233 12891 1225
1 -12392 -10856 -4108 -7278 13638 1610
1 -11032 -9440 -4932 -5852 12518 3998
1 -11532 -9816 -6180 -6302 12064 2514
1 -11136 -9180 -7712 -4832 10172 3284
1 -10584 -8472 -9184 -4162 9977 2941
1 -9660 -7480 -9816 -6358 11142 4222
1 -9220 -6724 -11808 -5300 10224 2937
1 -9880 -7076 -13156 -5127 7861 3533
1 -8908 -6508 -13048 -3445 5422 3260
1 -7900 -5368 -12752 -5977 9079 5047
1 -7000 -4232 -14260 -6337 11409 3644
1 -7548 -4584 -15532 -5410 9041 3826
1 -5924 -3280 -16060 -6457 8432 5095
1 -5068 -2168 -16372 -5759 8450 5092
1 -3112 -580 -15784 -6605 8765 4989
1 -3656 -1176 -17100 -4801 8529 2197
1 -1748 200 -16920 -5595 7373 4021
1 76 1620 -16652 -5678 9537 2097
1 -536 764 -17112 -3409 5820 935
1 -1276 960 -18412 -716 -85 -36
1 -676 1312 -17776 -78 257 -935
1 -1060 664 -17616 341 -922 -950
1 -556 1100 -17628 629 -1259 -2440
1 -892 660 -16984 877 -20 -2697
0 -540 964 -17108 294 1170 -2050
0 -564 892 -17688 -901 619 -468
0 520 1340 -17032 -49 -27 -898
0 -224 924 -17640 -1393 864 -238
0 212 1064 -17228 -1308 81 -201
0 316 880 -17816 -1030 801 -648
0 -664 1360 -17204 -1395 473 -107
0 -148 1316 -17468 -992 -2 -237
0 -72 1224 -17476 -1114 526 63
0 8 1716 -17844 -582 -285 -294
0 368 1800 -16952 -879 447 -320
0 272 1624 -17548 -730 366 -640
0 224 1540 -16908 -729 531 -391
0 180 1468 -17432 -919 459 15
0 732 1808 -17112 -716 595 -16
0 804 1892 -18016 -358 300 -644
0 464 2072 -18060 -987 311 -267
0 636 2108 -16796 -267 253 -316
0 208 1848 -17220 -280 69 -399
0 724 2004 -17820 -140 385 -882
0 832 2048 -17260 -517 291 -525
0 620 1920 -17636 -216 -220 -875
0 284 1684 -17056 -536 -17 -647
0 652 1644 -17368 -1148 -154 -161
0 -156 1880 -16032 -708 -185 -233
0 664 2400 -16860 535 -666 -493
0 396 1344 -17492 282 -1379 -749
0 -736 1500 -18164 -101 -1045 -1008
0 1080 2348 -19868 678 -3305 -2425
0 -592 1288 -18356 1293 -6514 -3237
0 -764 1576 -17732 745 -4035 -3393
0 -1828 1240 -16816 2043 -5484 -2944
0 -1920 704 -16512 2472 -5032 -3324
0 -2960 0 -15152 5459 -7074 -3092
0 -2588 -28 -17792 4070 -5494 -2975
0 -3488 -952 -16912 4569 -5170 -3256
0 -4748 -1896 -15848 120 -1300 -228
0 -5396 -1664 -15372 2085 -2214 511
1 -4760 -912 -16520 1921 -3965 1670
1 -6412 -1960 -17000 4104 -7230 -1559
1 -7456 -3672 -14436 7356 -14436 -1807
1 -7588 -3776 -15344 8071 -13946 -3330
1 -8628 -4352 -13032 8624 -16134 -4100
1 -10724 -6160 -12764 7796 -15263 -4153
1 -10616 -6188 -9428 6148 -13109 -4638
1 -10948 -6824 -8964 4480 -10976 -4239
1 -12704 -8028 -6664 4417 -9489 -4094
1 -11576 -7720 -6356 3573 -8488 -3630
1 -11688 -8240 -4280 1643 -4084 -2535
1 -12168 -8724 -4836 2802 -6209 -2534
1 -12564 -9380 -3860 2566 -4329 -2124
1 -11520 -8844 -3376 1365 -3707 -1621
1 -12480 -9360 -2888 2027 -4774 -1420
1 -11760 -9256 -2344 1408 -4114 -1425
1 -11588 -9132 -1936 982 -3037 -1075
1 -12368 -9444 -2160 2299 -5239 -1355
1 -11628 -10212 -1148 -585 -566 -1152
1 -10532 -9116 -1740 854 -3398 -1117
1 -12700 -10512 -876 -57 -2409 -1040
1 -10940 -9268 -752 -1929 1254 -995
1 -9724 -8804 -960 359 -1640 41
1 -12992 -10416 -956 392 -1388 -688
1 -11972 -9812 -416 -168 -1290 -805
1 -10996 -9400 -720 865 -3663 -1583
1 -11000 -9948 272 1188 -3707 -1860
1 -11948 -10512 576 1745 -4367 -1395
1 -13316 -11304 1404 531 -1898 -1070
1 -11536 -10724 1284 333 -2081 -784
1 -10476 -10096 1924 -491 -580 -557
1 -14964 -12096 1616 440 -1760 -699
1 -10064 -9816 1696 -661 236 -827
1 -10640 -10036 928 1045 -3224 -469
1 -13152 -11752 2168 -933 1280 -812
1 -12208 -11140 2224 -886 528 -795
1 -10168 -10160 2296 71 -1079 -439
1 -11388 -10796 1556 858 -2699 -364
1 -10872 -10404 2320 1197 -3048 23
1 -11080 -10288 2776 1526 -2904 -821
1 -11264 -11032 3324 -636 114 -510
1 -9084 -9704 3304 -34 -170 -191
1 -14700 -12420 2264 276 -623 -428
1 -8872 -8668 2940 -1845 2295 -240
1 -10092 -9928 2508 29 182 -473
1 -8060 -8116 1504 -5101 9222 -734
1 -10712 -10452 24 -6052 12299 -216
1 -11468 -10364 -2064 -6419 13423 380
1 -12400 -11096 -3356 -9515 17105 2241
1 -11180 -9608 -5588 -7320 14103 2724
1 -11600 -9872 -7452 -6149 13033 2591
1 -11004 -9068 -8796 -5252 10082 2819
1 -12100 -8096 -6980 -6516 11447 3041
1 -8188 -7604 -11508 -6784 12819 3476
1 -10016 -7884 -11380 -7385 12667 3059
1 -7816 -6112 -13816 -6990 11789 2841
1 -8484 -6276 -14948 -5377 9127 2152
1 -7584 -5356 -14884 -3188 3565 2986
1 -6536 -4876 -15008 -4973 5286 2184
1 -7272 -4888 -15824 -4770 3094 4170
1 -5816 -3556 -16076 -6061 6124 4128
1 -3752 -2040 -15488 -9423 7881 6593
1 -5988 -2240 -16144 -5627 4415 5188
1 -2372 -84 -16224 -11637 13831 11220
1 1032 40 -13396 -5223 11015 8708
1 1920 1856 -19572 -1098 6261 5612
1 -2836 1288 -19020 -463 2379 8703
1 560 2320 -17644 1133 828 3008
1 -1520 800 -17772 5726 -7442 2159
1 -3204 -1464 -18040 9150 -11661 893
1 -792 876 -18376 4985 -10523 1291
1 -2568 -628 -16952 4633 -7671 -2884
0 -4456 -1220 -16524 1568 -430 -3595
0 -3264 -1324 -17160 1339 -822 -3232
0 -3188 -1568 -17160 -254 -590 -1498
0 -4064 -2416 -16108 -1639 -1554 -1022
0 -5976 -2916 -15204 -2733 6 476
0 -3824 -1308 -15680 -3719 -1035 1054
0 -4408 -1684 -16168 266 -1906 1362
0 -3356 -360 -16420 759 -4137 -8
0 -6220 -1816 -16352 -943 -2044 -684
0 -4344 -1244 -15340 -652 -461 -590
0 -5292 -1444 -16304 -2012 1117 -360
0 -5096 -1144 -15808 -395 -484 -623
0 -5168 -1140 -16724 -661 -1494 -651
0 -5200 -856 -16372 -797 -482 -301
0 -6256 -1628 -16136 -1182 245 -10
0 -5192 -808 -15944 -934 603 113
0 -5336 -1044 -15860 -859 434 120
0 -5232 -824 -16252 -482 499 -341
0 -5496 -908 -16248 -304 230 -326
0 -4904 -712 -16276 -721 479 -104
0 -5112 -992 -15904 -874 1702 -521
0 -4612 -636 -16176 -585 528 -395
0 -4744 -376 -16624 -839 1395 -1059
0 -5216 -968 -17504 -700 -551 -643
0 -4104 -432 -16300 -1443 1618 -525
0 -4952 -772 -16144 -1301 2687 -1245
0 -3536 36 -16552 -656 540 -2069
0 -4728 -176 -16604 -333 2532 -4299
0 -3112 -1248 -14888 -3457 6029 -3919
0 -1976 -924 -16404 -3166 10547 -7003
0 -2688 -616 -20560 -174 4942 -8709
0 -1828 -396 -17748 -1493 7128 -5782
0 -696 -260 -17456 -1081 7798 -6105
0 -2152 -1180 -17736 177 1293 -977
0 -556 768 -19064 1922 697 -220
0 2304 868 -17208 -1413 3036 -48
0 -112 -1200 -17792 -3 -1478 -275
0 3040 272 -16344 -346 -928 550
0 -388 -688 -19264 -4230 3339 1113
0 604 -204 -17272 -3903 1694 1632
0 2296 544 -17796 -1285 1146 778
0 2360 672 -18424 895 463 -2408
0 588 340 -18144 -118 -1538 -1321
0 1144 896 -16996 1582 -3689 -2177
0 1956 28 -15364 3917 -4120 -4698
0 2352 340 -16716 2293 1231 -5995
0 1168 -1924 -15484 5221 -1131 -5785
0 2196 -424 -20196 2117 1713 -5992
0 1332 -2212 -15216 266 2964 -4568
0 484 -1484 -21028 -250 835 -3090
0 3540 -396 -16376 -2876 1663 -1766
0 1188 -1980 -17728 -1531 2459 -2010
0 3080 -1468 -16484 3 2393 -2364
0 2188 -2796 -16908 2936 -291 -2019
0 2444 -2900 -17984 4606 -895 -3075
1 2136 -3368 -17292 6699 -4288 -2447
1 1728 -3676 -17720 7808 -3701 -4890
1 1740 -5448 -16788 10771 -5605 -4662
1 1528 -6428 -17096 8988 -3035 -3572
1 2292 -6592 -15260 11545 -474 -4824
1 164 -8648 -14964 11332 822 -3730
1 1956 -8732 -16708 11156 -2546 -3150
1 2116 -9784 -13120 10272 -436 -2478
1 1908 -10968 -14088 9428 -632 -2966
1 3612 -12076 -12140 8400 274 -2359
1 2404 -12452 -11688 8821 28 -2265
1 2504 -13048 -10984 9912 532 -1838
1 2588 -14544 -8732 9487 1578 -664
1 3600 -13936 -8372 8686 -389 -941
1 2640 -14872 -7760 6700 594 -967
1 3016 -15128 -6584 7188 -318 141
1 3352 -15532 -5668 5632 2988 -575
1 2932 -15708 -5844 7396 -525 -533
1 4088 -15652 -4964 4168 515 769
1 2496 -15112 -5524 5116 -1726 -491
1 2932 -16284 -2052 2200 -3416 -793
1 1768 -15768 -3428 4538 -604 -13
1 3780 -15992 -2268 2013 54 -1086
1 2940 -16672 -2452 3523 -220 -332
1 2600 -15660 -2716 3131 -586 -657
1 1336 -16996 -224 2730 -530 -676
1 3320 -15708 -1560 1757 109 261
1 3652 -16204 -836 2306 -850 -17
1 2680 -15800 -1052 2963 -585 -186
1 2192 -16608 80 379 -528 -1145
1 2088 -17064 848 2961 -144 298
1 3348 -15756 -468 1183 52 -456
1 2368 -16620 884 2092 -521 -422
1 3796 -15472 -1568 2472 -2028 -16
1 2328 -16588 2096 2402 -1263 -489
1 1888 -16060 1340 2694 -1591 1129
1 3916 -16000 3100 1923 687 447
1 1960 -14864 116 1820 83 315
1 2488 -16344 3092 -282 -1189 -20
1 2932 -15504 1248 -1304 55 -835
1 3088 -16860 1828 -1988 -805 85
1 1628 -15724 1312 -1815 401 -40
1 3220 -15700 2104 -5328 -1818 663
1 2828 -16180 -484 -6508 1016 -856
